Frequency,Word,Reading,Type,Meaning
1850,かく,,verb,scratch; paddle; shovel
1851,痩せる,,verb,"become thin, lose weight"
1852,親父,,noun,father; old man; boss
1853,なくてはいけない,,compound,"have to, must"
1854,試す,,verb,"try, attempt"
1855,終える,,verb,"finish, end"
1856,遥か,,na-adjective,"faraway, far"
1857,受験,,noun,examination
1857,受験する,,verb,take an examination
1858,医師,,noun,doctor
1859,バンド,,noun,band; belt
1860,体力,,noun,physical strength
1861,国家,,noun,"state, country, nation"
1862,ソフト,,noun,software
1862,ソフト,,na-adjective,soft
1863,長男,,noun,eldest son
1864,0,,noun,zero
1865,さっき,,"adverb, noun",a little while ago
1866,ごく,,adverb,very
1867,入力,,noun,input
1867,入力する,,verb,type
1868,CM (CM),,noun,commercial
1869,十一,,numeral,eleven
1870,チャンス,,noun,chance
1871,別れる,,verb,"part; divorce, break up"
1872,昼間,,noun,daytime
1873,生産,,noun,production
1873,生産する,,verb,produce
1874,要,,noun,in short
1875,収める,,verb,"obtain, gain; put; keep"
1876,掃除,,noun,cleaning
1876,掃除する,,verb,clean
1877,強化,,"noun, verb","tighten, strengthen"
1878,主婦,,noun,housewife
1879,徐々,,noun,gradually
1880,メーカー,,noun,"maker, manufacturer"
1881,あり得る,,verb,"be possible, be likely, be probable"
1882,記す,,verb,write down; mark
1883,うわさ,,noun,"gossip, rumor"
1883,うわさする,,verb,talk about
1884,保険,,noun,insurance
1885,規制,,noun,regulation
1885,規制する,,verb,regulate
1886,もの,,particle,because
1887,感想,,noun,"feeling, impression"
1888,左右,,noun,right and left
1888,左右する,,verb,"determine, influence"
1889,促進,,noun,promotion
1889,促進する,,verb,promote
1890,景色,,noun,"scenery, view, scene"
1891,味わう,,verb,"taste, savor"
1892,アジア,,noun,Asia
1893,交流,,noun,"interchange, exchange"
1893,交流する,,verb,interact
1894,報道,,noun,report
1894,報道する,,verb,report
1895,当初,,noun,"beginning, original"
1895,当初,,adverb,at first
1896,インド,,noun,India
1897,観察,,noun,observation
1897,観察する,,verb,observe
1898,電気,,noun,electricity; electric light
1899,癖,,noun,"habit, peculiarity"
1900,たいした,,adnominal,"not big, not much; great, quite"
1901,あり方,,noun,"way something ought to be, state of things"
1902,どころ,,particle,"far from, on the contrary, can’t even"
1903,好み,,noun,"liking, taste"
1904,はまる,,verb,fit; fall; be addicted to
1905,早速,,adverb,"at once, lose no time in doing"
1906,支払う,,verb,pay
1907,市民,,noun,"resident (of a city), citizen"
1908,メリット,,noun,"merit, advantage"
1909,近年,,adverb,in recent years
1910,分かりやすい,,i-adjective,easy to understand
1911,製品,,noun,product
1912,果たして,,adverb,really; just as one thought
1913,得意,,na-adjective,"n. be good at, be proud; customer"
1914,二週間,,noun,two weeks
1915,問い合わせ,といあわせ,noun,inquiry
1916,あっ,,interjection,"Ah!, Oh!, Hey!"
1917,何だか,,adverb,somewhat; somehow
1918,過程,,noun,process
1919,仕組み,,noun,"structure, mechanism"
1920,慌てる,,verb,"be flustered, be in a hurry"
1921,ざるを得ない,,compound,"have to, cannot help doing"
1922,措置,,noun,measure
1922,措置する,,verb,take measures
1923,油,,noun,oil
1924,半年,,noun,half a year
1925,視線,,noun,"eyes, gaze, look"
1926,構造,,noun,structure
1927,筋肉,,noun,muscle
1928,少々,,adverb,"a little, a minute"
1929,対策,,noun,measure
1930,濃い,,i-adjective,thick; strong; heavy; deep
1931,異常,,na-adjective,abnormal
1931,異常,,noun,disorder
1932,図書館,,noun,library
1933,靴,,noun,shoe
1934,おそれ,,noun,"fear, danger"
1935,二階,,noun,second floor
1936,あえて,,adverb,dare
1937,三回,,noun,three times
1938,引っ越し,,noun,"moving, removal"
1938,引っ越しする,,verb,move house
1939,失礼,,noun,"rudeness, impoliteness"
1939,失礼する,,verb,"be rude, be impolite"
1939,失礼,,na-adjective,"rude, impolite"
1940,太る,,verb,"get fat, gain weight"
1941,街、町,,noun,"town, city"
1942,いったん,,adverb,once; for a moment
1943,取り入れる,,verb,take in; adopt; harvest
1944,モテる,,verb,be popular
1945,都会,,noun,city
1946,大量,,"noun, na-adjective","large quantity, a lot"
1947,発言,,noun,remark
1947,発言する,,verb,speak
1948,炒める,,verb,"fry, stir-fry"
1949,投げる,,verb,throw; give up
1950,玄関,,noun,"entrance, front door"
1951,一種,,noun,"kind, sort, species"
1952,世代,,noun,generation
1953,にあたって,,compound,at the time of
1954,申し込み,,noun,application
1955,高まる,,verb,"rise, heighten, grow"
1956,証明,,noun,proof
1956,証明する,,verb,prove
1957,沸く,,verb,boil; be in uproar
1958,必死,,na-adjective,desperate
1959,真剣,,na-adjective,serious
1960,まさか,,adverb,"surely not, cannot possibly"
1960,まさか,,noun,the worst
1961,ごめんなさい,,interjection,"I’m sorry, Excuse me"
1962,画面,,noun,screen
1963,米,こめ,noun,rice
1964,成果,,noun,"result, product"
1965,物語,,noun,"tale, story"
1966,日時,,noun,date and time
1967,来年,,noun,next year
1968,巻く,,verb,"roll up, wind up; wear around"
1969,こっち,,pronoun,here; this; I; we
1970,必ずしも,,adverb,"not necessarily, not always"
1971,たっぷり,,adverb,"full, plenty"
1971,たっぷり,,noun,fullness
1972,はやる,,verb,"be fashionable, be popular, go around"
1973,恐ろしい,,i-adjective,"terrible, frightful, amazing, awful"
1974,中身,,noun,contents; substance
1975,スピード,,noun,speed
1976,一歩,,noun,step
1977,牛乳,,noun,(cow’s) milk
1978,否定,,noun,"denial, negative"
1978,否定する,,verb,deny
1979,踏まえる,,verb,be based on
1980,若干,,adverb,slightly
1980,若干,,noun,"a little, few, some"
1981,箱,,noun,"box, case"
1982,テニス,,noun,tennis
1983,アパート,,noun,apartment
1984,面接,,noun,interview
1984,面接する,,verb,interview
1985,住民,,noun,"inhabitant, resident"
1986,て参る,,compound,"begin to, come to; have been; go and come (humble)"
1987,ギター,,noun,guitar
1988,要素,,noun,"element, factor"
1989,泳ぐ,,verb,swim
1990,大勢,,noun,"a large number of, many"
1991,習慣,,noun,"custom, habit"
1992,込める,,verb,"put into, pour into"
1993,風邪,,noun,cold
1994,調整,,noun,adjustment
1994,調整する,,verb,adjust
1995,踊る,,verb,dance
1996,とも,,particle,"all, both"
1997,タクシー,,noun,taxi
1998,教会,,noun,church
1999,攻撃,,noun,attack
1999,攻撃する,,verb,attack
2000,五時,,noun,five o’clock
2001,（お）弁当,,noun,lunch box
2002,方達,,noun,people (honorific)
2003,久しぶり,,noun,after a long time
2004,とたん,,noun,as soon as
2005,要する,,verb,"need, take"
2006,幅,,noun,"width, breadth; difference; latitude"
2007,周辺,,noun,"outskirts, around"
2008,十日,,noun,tenth (date); ten days
2009,取得,,noun,acquisition
2009,取得する,,verb,acquire
2010,挑戦,,noun,challenge
2010,挑戦する,,verb,"challenge, try"
2011,独立,,noun,independence
2011,独立する,,verb,be independent
2012,収入,,noun,income
2013,ぜ,,particle,EMPHASIS
2014,市場,,noun,market
2015,着物,,noun,kimono
2016,メニュー,,noun,menu
2017,夏休み,,noun,summer holiday
2018,壊す,,verb,break; impair; upset
2019,なさる,,verb,do (honorific)
2020,仮,,noun,"temporary, provisional; assumed"
2021,かえって,,adverb,"on the contrary, rather"
2022,関する,,verb,"be related to, be concerned with"
2023,輸入,,noun,import
2023,輸入する,,verb,import
2024,満たす,,verb,"fill, satisfy, meet"
2025,いわば,,adverb,"so to speak, as it were"
2026,スタッフ,,noun,staff
2027,住所,,noun,address
2028,平気,,na-adjective,"insensitive, fine"
2028,平気,,noun,calmness
2029,コース,,noun,"course, route, lane"
2030,訪ねる,,verb,"visit, go to see"
2031,鍵,,noun,key
2032,世界中,,noun,"around the world, throughout the world"
2033,下手,,na-adjective,"not good at, poor, bad, unskilled"
2034,詩,,noun,"poem, poetry"
2035,経過,,noun,"progress, development"
2035,経過する,,verb,pass
2036,整える,,verb,"arrange, prepare"
2037,ツアー,,noun,tour
2038,西,,noun,west
2039,事項,,noun,"matter, fact, item"
2040,塾,,noun,cram school
2041,去る,,"verb, adnominal","leave, pass, be gone"
2042,五人,,noun,five people
2043,入り口,,noun,entrance
2044,改めて,,adverb,over again; some other time
2045,県,,noun,prefecture
2046,断る,,verb,"decline, refuse, reject, turn down; ask permission; give notice"
2047,事務所,,noun,office
2048,大さじ,,noun,tablespoon
2049,整理,,noun,arrangement
2049,整理する,,verb,"arrange, put in order, dispose of"
2050,耐える,,verb,"stand, endure, bear"
2051,職員,,noun,staff member
2052,コメント,,noun,comment
2052,コメントする,,verb,comment
2053,五分,,noun,five minutes
2054,発揮,,noun,"exhibition, show"
2054,発揮する,,verb,"display, exhibit"
2055,閉じる,,verb,"close, shut"
2056,芝居,,noun,"play, drama"
2057,分析,,noun,analysis
2057,分析する,,verb,analyze
2058,解釈,,noun,interpretation
2058,解釈する,,verb,interpret
2059,奪う,,verb,"rob, take by force; fascinate"
2060,三ヶ月,,noun,three months
2061,注文,,noun,order
2061,注文する,,verb,order
2062,傷,,noun,injury; scratch; bruise; flaw; stain
2063,外国人,,noun,foreigner
2064,八時,,noun,eight o’clock
2065,冷蔵庫,,noun,refrigerator
2066,任せる,,verb,"entrust, leave"
2067,配慮,,noun,consideration
2067,配慮する,,verb,consider
2068,赤,,noun,red
2069,かぶる,,verb,"put on, cover"
2070,海外旅行,,noun,"travel abroad, foreign trip"
2071,営業,,noun,"business, sales"
2071,営業する,,verb,do business
2072,水,すい,noun,"Wednesday, Wed."
2073,なるほど,,adverb,"I see, indeed, to be sure, of course"
2074,空港,,noun,airport
2075,交換,,noun,exchange
2075,交換する,,verb,exchange
2076,生える,,verb,"grow, sprout, cut (teeth),"
2077,防ぐ,,verb,"defend, protect; prevent, keep away"
2078,ホームページ,,noun,home page
2079,妊娠,,noun,pregnancy
2079,妊娠する,,verb,get pregnant
2080,貸す,,verb,"lend, rent"
2081,ママ,,noun,"mom, mummy"
2082,空く,あく,verb,"become vacant, be free"
2083,危ない,,i-adjective,"dangerous, risky; questionable"
2084,まっすぐ,,noun,"straight, direct"
2084,まっすぐ,,adverb,honest
2085,映像,,noun,"picture, image, video"
2086,壊れる,,verb,"be broken, be damaged; be destroyed"
2087,破壊,,noun,"destruction, demolition"
2087,破壊する,,verb,"destroy, demolish"
2088,削除,,noun,deletion
2088,削除する,,verb,delete
2089,派遣,,"noun, verb","dispatch, send"
2090,カード,,noun,card
2091,改正,,noun,amendment
2091,改正する,,verb,amend
2092,世間,,noun,"world, public, society"
2093,手伝う,,verb,help
2094,社員,,noun,"employee, member of staff"
2095,月,げつ,noun,"Monday, Mon."
2096,信頼,,"noun, verb","trust, rely on"
2097,沿う,,verb,"along; in line with, according to, meet"
2098,輝く,,verb,"shine, glitter, twinkle, glow"
2099,三時,,noun,three o’clock
2100,ペット,,noun,pet
2101,世,,noun,"world, public; age, reign"
2102,不可能,,na-adjective,impossible
2102,不可能,,noun,impossibility
2103,襲う,,verb,"attack, hit; seize"
2104,問,,noun,question number; counter for questions
2105,サイト,,noun,website
2106,ボランティア,,noun,volunteer
2107,問題点,,noun,"problem, point at issue"
2108,一人一人,,noun,"one by one, each (people)"
2109,サイズ,,noun,size
2110,建設,,noun,construction
2110,建設する,,verb,"build, construct"
2111,線,,noun,line
2112,子育て,,noun,"child rearing, bringing up one’s child"
2113,願い,,noun,"wish, hope"
2114,よろしい,,i-adjective,"all right, good, may (I) (formal)"
2115,二十分,,noun,twenty minutes
2116,モデル,,noun,model
2117,余計,,na-adjective,"additional, extra"
2118,引き続く,,verb,continue; follow
2119,移す,,verb,"move, transfer, shift"
2120,募集,,noun,recruitment
2120,募集する,,verb,recruit
2121,りんご,,noun,apple
2122,まずい,,i-adjective,not taste good; awkward
2123,食料,,noun,"food, provisions"
2124,優勝,,noun,"championship, victory"
2124,優勝する,,verb,win
2125,間,かん,noun,during; between
2126,属する,,verb,"belong to, be a member of"
2127,豊富,,na-adjective,"rich, abundant"
2128,消費者,,noun,consumer
2129,喉,,noun,throat; voice
2130,布団,,noun,"futon, Japanese-style bedding"
2131,十五分,,noun,fifteen minutes
2132,宇宙,,noun,"universe, space"
2133,同じく,,adverb,"likewise, like, as"
2134,資金,,noun,funds
2135,しかたない,,i-adjective,"It can’t be helped, be beyond any help, I can’t help ..."
2136,料金,,noun,"charge, fee, fare"
2137,デパート,,noun,department store
2138,地図,,noun,map
2139,唇,,noun,lip
2140,釣り,,noun,fishing
2141,十五日,,noun,fifteenth (date); fifteen days
2142,駅前,,noun,in front of the station
2143,つつある,,compound,"be in the process of doing, be doing"
2144,ご覧,,noun,"looking, seeing (honorific)"
2145,大会,,noun,"convention, mass meeting, tournament"
2146,拾う,,verb,"pick up, gather, pick out"
2147,いざ,,adverb,"when one comes to, if compelled"
2148,二番目,,noun,second
2149,良さ,,noun,"good point, good"
2150,たって,,particle,even if
2151,素材,,noun,material
2152,設立,,noun,establishment
2152,設立する,,verb,"establish, set up"
2153,なので,,conjunction,"because, as"
2154,絞る,,verb,squeeze
2155,ところで,,conjunction,"by the way, well"
2156,江戸,,noun,Edo
2157,下る,,verb,go down
2158,二十,,numeral,twenty
2159,反映,,noun,reflection
2159,反映する,,verb,reflect
2160,天気,,noun,weather
2161,作家,,noun,writer
2162,減らす,,verb,"reduce, cut down"
2163,十五,,numeral,fifteen
2164,ゴルフ,,noun,golf
2165,敷く,,verb,"spread, lay"
2166,合格,,noun,passing an exam
2166,合格する,,verb,pass an exam
2167,日常,,"noun, adverb","everyday, daily, usually"
2168,毎回,,noun,every time
2169,影,,noun,shadow
2170,うるさい,,i-adjective,noisy; annoying
2171,法,,noun,law
2172,罪,,noun,crime; guilt
2173,まるい,,i-adjective,"round, circular"
2174,団体,,noun,"party, group, organization"
2175,詳細,,noun,details
2175,詳細,,na-adjective,detailed
2176,洋服,,noun,"clothes, suit, dress"
2177,承知,,noun,agreement
2177,承知する,,verb,"agree, understand"
2178,多数,,noun,"many, a number of"
2179,運営,,noun,management
2179,運営する,,verb,"manage, run"
2180,生き方,,noun,way of life
2181,備える,,verb,"get something ready, prepare"
2182,おしゃれ,,na-adjective,"fashionable, smart"
2183,住宅,,noun,"house, residence"
2184,考慮,,noun,thought
2184,考慮する,,verb,"think over, consider"
2185,働き,,noun,work
2186,踏む,,verb,"step on, tread on"
2187,ファイル,,noun,file
2188,有り,,verb,n. exist; live
2189,要因,,noun,"factor, main cause"
2190,わし,,noun,I (used by old men)
2191,火,か,noun,"fire; Tuesday, Tue."
2192,偶然,,adverb,by chance
2192,偶然,,noun,"chance, accident"
2193,だって,,conjunction,"because, but"
2194,不満,,noun,"dissatisfaction, discontent"
2194,不満,,na-adjective,discontented
2195,クラブ,,noun,club
2196,懐かしい,,i-adjective,nostalgic
2197,ページ,,noun,page
2198,止む,,verb,stop
2199,外れる,,verb,"be off, get out of place, be dislocated"
